TransFactor	Target
ARNT	TCEB3
ARNT	TEN1
ARNT	TET2
ARNT	TEX264
ARNT	TFG
ARNT	THAP7
ARNT	THBS1
ARNT	THOC2
ARNT	THOC6
ARNT	TIGD5
ARNT	TIMM17B
ARNT	TIMM22
ARNT	TIMM8B
ARNT	TLR3
ARNT	TMA7
ARNT	TMC5
ARNT	TMEM116
ARNT	TMEM129
ARNT	TMEM147
ARNT	TMEM184A
ARNT	TMEM222
ARNT	TMEM241
ARNT	TMEM258
ARNT	TMEM261
ARNT	TNFAIP8L1
ARNT	TNIP2
ARNT	TNKS2
ARNT	TOMM20
ARNT	TOMM6
ARNT	TOPORS
ARNT	TP53BP2
ARNT	TPP2
ARNT	TPRA1
ARNT	TRAPPC2L
ARNT	TRAPPC5
ARNT	TRIM37
ARNT	TRIM50
ARNT	TRIP6
ARNT	TRPM7
ARNT	TRUB2
ARNT	TSR3
ARNT	TST
ARNT	TTC3
ARNT	TUFM
ARNT	TXNL1
ARNT	UBE2S
ARNT	UBE4B
ARNT	UBN1
ARNT	UNC119
ARNT	UPF2
ARNT	UPP1
ARNT	UQCC2
ARNT	UQCR11
ARNT	USP12
ARNT	USP28
ARNT	USP3
ARNT	USP32
ARNT	USP8
ARNT	UVRAG
ARNT	VEGFA
ARNT	VKORC1
ARNT	VPS13B
ARNT	VPS26A
ARNT	WDR44
ARNT	WHSC1L1
ARNT	YAF2
ARNT	YAP1
ARNT	YIPF2
ARNT	YPEL2
ARNT	ZBTB33
ARNT	ZBTB40
ARNT	ZC3H11A
ARNT	ZC3HAV1L
ARNT	ZDHHC24
ARNT	ZFAND2A
ARNT	ZFYVE26
ARNT	ZNF185
ARNT	ZNF24
ARNT	ZNF260
ARNT	ZNF292
ARNT	ZNF317
ARNT	ZNF318
ARNT	ZNF354C
ARNT	ZNF408
ARNT	ZNF446
ARNT	ZNF512
ARNT	ZNF573
ARNT	ZNF614
ARNT	ZNF706
ARNT	ZNF770
ARNT	ZNF813
ARNT	ZNHIT1
ARNT	ZZZ3
ARNT2	AIDA
ARNT2	ASB1
ARNT2	CAB39L
ARNT2	CBX6
ARNT2	DCAF11
ARNT2	DDB1
ARNT2	DDR1
ARNT2	FAM168B
ARNT2	HHAT
ARNT2	HMOX1
ARNT2	IL32
ARNT2	LDOC1L
ARNT2	MSI2
ARNT2	NBEA
ARNT2	PDE4A
ARNT2	PDP2
ARNT2	PPP1R9A
ARNT2	PSMB2
ARNT2	SH3GL1
ARNT2	SLC37A3
ARNT2	STX4
ARNT2	TBC1D14
ARNT2	TMEM136
